,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Amt_per_Trans
3865,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,25,5,3,2,1782,990.0,0.718,4739,88,0.7959999999999999,0.643,53.85227272727273
3866,Existing Customer,52,M,4,Uneducated,Married,$80K - $120K,Blue,36,5,2,2,2444,5030.0,0.619,5100,79,0.7170000000000001,0.327,64.55696202531645
3867,Existing Customer,40,M,5,Unknown,Married,$80K - $120K,Blue,33,4,2,4,1501,33015.0,0.813,3368,64,0.6409999999999999,0.043,52.625
3868,Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,0,11117.0,0.8140000000000001,3099,69,0.816,0.0,44.91304347826087
3869,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,33,6,3,1,2407,8307.0,0.37799999999999995,4328,71,0.5429999999999999,0.225,60.95774647887324
3870,Existing Customer,60,M,0,High School,Single,$40K - $60K,Blue,36,5,3,2,0,5420.0,0.81,3477,60,0.622,0.0,57.95
3871,Existing Customer,38,F,1,Post-Graduate,Single,Less than $40K,Blue,26,4,1,3,2496,156.0,0.561,3691,58,1.071,0.941,63.63793103448276
3872,Existing Customer,51,M,2,Doctorate,Single,$40K - $60K,Blue,40,4,3,3,719,5773.0,0.711,4828,78,0.529,0.111,61.8974358974359
3873,Existing Customer,62,F,0,Graduate,Divorced,$40K - $60K,Blue,50,3,2,4,2517,8835.0,0.7509999999999999,4021,56,0.8059999999999999,0.222,71.80357142857143
3874,Existing Customer,52,F,5,Unknown,Single,Unknown,Blue,36,3,1,3,1387,1780.0,0.899,4587,76,0.551,0.43799999999999994,60.35526315789474
3875,Existing Customer,41,M,3,High School,Single,Less than $40K,Blue,33,6,3,1,918,6097.0,0.9570000000000001,4410,70,0.591,0.131,63.0
3876,Existing Customer,48,M,4,Post-Graduate,Single,$120K +,Blue,38,5,2,0,1639,32877.0,0.688,4959,74,0.805,0.047,67.01351351351352
3877,Existing Customer,43,M,3,Graduate,Unknown,$80K - $120K,Blue,30,3,1,4,2260,984.0,0.711,2313,39,0.857,0.6970000000000001,59.30769230769231
3878,Existing Customer,51,F,1,College,Married,Less than $40K,Blue,42,4,2,2,0,2431.0,0.8859999999999999,3323,65,1.097,0.0,51.12307692307692
3879,Existing Customer,42,F,1,College,Married,Less than $40K,Blue,36,6,4,1,1824,1226.0,0.7709999999999999,1973,50,1.381,0.598,39.46
3880,Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,43,3,1,4,1655,536.0,1.008,4961,71,0.821,0.755,69.87323943661971
3881,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,33,6,3,3,1403,4274.0,0.951,2730,58,0.758,0.247,47.06896551724138
3882,Existing Customer,48,F,2,Doctorate,Married,Less than $40K,Blue,40,3,4,3,1248,2928.0,0.434,4889,62,0.632,0.299,78.85483870967742
3883,Existing Customer,40,M,4,Graduate,Married,Less than $40K,Blue,34,3,1,2,1812,765.0,0.6659999999999999,4134,62,0.8240000000000001,0.703,66.6774193548387
3884,Existing Customer,65,M,0,High School,Single,$40K - $60K,Blue,36,6,4,1,1909,1396.0,0.371,4218,72,0.636,0.578,58.583333333333336
3885,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Blue,34,6,3,0,1605,7656.0,0.5710000000000001,2468,44,0.419,0.17300000000000001,56.09090909090909
3886,Existing Customer,64,F,0,Graduate,Single,$40K - $60K,Blue,56,6,2,1,0,1564.0,0.516,4018,69,0.605,0.0,58.231884057971016
3887,Existing Customer,50,F,3,Unknown,Single,$40K - $60K,Blue,36,5,3,3,1173,11567.0,1.04,3441,55,0.7190000000000001,0.092,62.56363636363636
3888,Existing Customer,57,F,3,Unknown,Single,Unknown,Silver,36,6,3,2,1698,32818.0,0.823,3498,68,0.619,0.049,51.44117647058823
3889,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,Blue,52,1,2,4,2517,574.0,0.602,1844,49,0.633,0.8140000000000001,37.63265306122449
3890,Existing Customer,39,F,1,Graduate,Single,$40K - $60K,Blue,32,3,3,1,1103,2709.0,0.757,4080,65,0.625,0.289,62.76923076923077
3891,Attrited Customer,54,F,2,High School,Single,Unknown,Blue,44,4,3,4,0,3778.0,0.7390000000000001,2367,45,0.452,0.0,52.6
3892,Existing Customer,58,M,3,High School,Married,$120K +,Blue,50,6,2,4,2361,10337.0,0.799,4425,75,0.63,0.18600000000000003,59.0
3893,Attrited Customer,41,F,3,High School,Married,Unknown,Blue,32,1,2,4,0,26229.0,0.504,2077,46,0.643,0.0,45.15217391304348
3894,Existing Customer,51,F,4,High School,Married,$40K - $60K,Blue,43,5,3,2,1452,6894.0,1.194,4141,79,0.612,0.174,52.41772151898734
3895,Existing Customer,52,M,0,Uneducated,Unknown,$80K - $120K,Blue,36,6,4,4,2084,3311.0,0.7979999999999999,4689,69,0.725,0.386,67.95652173913044
3896,Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K,Blue,36,6,1,1,1069,421.0,0.84,3790,85,0.889,0.7170000000000001,44.588235294117645
3897,Existing Customer,42,M,4,Graduate,Divorced,$80K - $120K,Blue,35,3,2,2,1623,16651.0,0.6809999999999999,3886,81,0.8,0.08900000000000001,47.97530864197531
3898,Existing Customer,62,F,0,High School,Unknown,$40K - $60K,Blue,49,4,1,1,785,3624.0,0.838,4160,61,0.649,0.17800000000000002,68.19672131147541
3899,Existing Customer,45,M,5,Uneducated,Single,$80K - $120K,Blue,38,3,4,4,788,6772.0,1.193,4296,68,0.7,0.10400000000000001,63.1764705882353
3900,Existing Customer,53,M,1,Uneducated,Unknown,$120K +,Blue,47,4,2,2,1257,19526.0,0.7240000000000001,3819,76,0.617,0.06,50.25
3901,Existing Customer,53,F,2,Unknown,Single,$40K - $60K,Blue,43,3,4,4,2517,3671.0,0.713,1997,43,1.048,0.40700000000000003,46.44186046511628
3902,Existing Customer,50,M,3,Uneducated,Single,$120K +,Blue,36,5,3,4,557,27319.0,0.768,4654,88,0.66,0.02,52.88636363636363
3903,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,30,5,2,3,1471,453.0,1.485,3521,58,1.0,0.765,60.706896551724135
3904,Attrited Customer,40,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,0,29149.0,0.615,2106,56,0.6970000000000001,0.0,37.607142857142854
3905,Attrited Customer,55,F,2,Graduate,Unknown,Less than $40K,Blue,50,4,4,3,0,1438.3,0.639,1785,33,0.32,0.0,54.09090909090909
3906,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,33,6,4,4,1180,1980.0,1.0,3740,68,0.7,0.373,55.0
3907,Existing Customer,38,F,2,High School,Single,$40K - $60K,Blue,25,6,2,3,0,1438.3,0.7829999999999999,3990,75,0.596,0.0,53.2
3908,Existing Customer,45,M,0,Graduate,Married,$60K - $80K,Blue,40,4,3,3,0,1438.3,0.555,4869,66,0.737,0.0,73.77272727272727
3909,Attrited Customer,40,F,3,Unknown,Married,Less than $40K,Blue,28,2,3,3,0,1535.0,0.544,1921,41,0.46399999999999997,0.0,46.853658536585364
3910,Existing Customer,55,F,2,College,Single,$40K - $60K,Blue,35,4,4,4,696,742.3,0.888,4307,76,0.9,0.484,56.671052631578945
3911,Existing Customer,49,F,5,Uneducated,Married,Less than $40K,Blue,36,6,2,4,1798,533.0,0.847,4061,66,0.6920000000000001,0.7709999999999999,61.53030303030303
3912,Existing Customer,43,F,1,High School,Single,$40K - $60K,Blue,36,5,2,1,0,8156.0,0.6629999999999999,3992,73,0.5529999999999999,0.0,54.68493150684932
3913,Existing Customer,47,F,3,Unknown,Unknown,Less than $40K,Blue,34,4,2,1,541,7568.0,0.958,3609,77,0.604,0.067,46.87012987012987
3914,Existing Customer,43,F,3,Unknown,Unknown,Less than $40K,Blue,36,4,4,2,1190,4663.0,0.9359999999999999,3595,80,0.667,0.203,44.9375
3915,Attrited Customer,48,F,4,College,Married,Less than $40K,Blue,36,2,3,2,0,5997.0,0.406,1457,42,0.5,0.0,34.69047619047619
3916,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,32,6,3,4,0,10824.0,0.9620000000000001,3700,73,0.738,0.0,50.68493150684932
3917,Existing Customer,47,M,2,Uneducated,Married,$60K - $80K,Blue,36,4,1,2,769,8531.0,0.68,3651,67,0.718,0.083,54.492537313432834
3918,Existing Customer,51,F,2,High School,Single,$40K - $60K,Blue,32,4,1,2,0,5351.0,0.763,4596,78,0.5,0.0,58.92307692307692
3919,Existing Customer,49,F,4,College,Single,Less than $40K,Blue,33,4,2,3,1250,847.0,0.6990000000000001,4148,71,0.5429999999999999,0.596,58.42253521126761
3920,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,46,6,4,4,0,2266.0,0.565,3634,66,0.65,0.0,55.06060606060606
3921,Existing Customer,55,M,3,Uneducated,Single,$80K - $120K,Blue,46,4,2,3,852,12746.0,0.785,4047,76,0.81,0.063,53.25
3922,Attrited Customer,46,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,3,2,2,0,1803.0,0.415,1979,37,0.321,0.0,53.486486486486484
3923,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,31,3,1,4,0,6292.0,0.515,3687,74,0.644,0.0,49.82432432432432
3924,Existing Customer,65,M,1,Graduate,Single,Unknown,Blue,56,4,3,3,1670,21896.0,0.735,3129,79,0.8370000000000001,0.071,39.607594936708864
3925,Existing Customer,51,F,4,Uneducated,Single,Less than $40K,Blue,37,4,4,2,1487,278.0,0.738,3333,66,1.0,0.8420000000000001,50.5
3926,Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,27,4,2,3,2316,2648.0,0.7929999999999999,3279,66,0.941,0.467,49.68181818181818
3927,Existing Customer,42,M,1,Graduate,Unknown,$60K - $80K,Blue,32,5,3,2,0,3741.0,0.9590000000000001,4402,55,0.833,0.0,80.03636363636363
3928,Existing Customer,49,F,3,High School,Single,Unknown,Silver,36,3,2,2,0,31631.0,0.632,3418,58,0.758,0.0,58.93103448275862
3929,Existing Customer,40,M,3,Unknown,Married,$80K - $120K,Blue,36,6,2,2,1887,3127.0,0.8059999999999999,4391,66,0.5710000000000001,0.376,66.53030303030303
3930,Existing Customer,45,F,4,High School,Married,Less than $40K,Blue,34,6,4,1,1543,941.0,0.703,3802,68,0.447,0.621,55.911764705882355
3931,Existing Customer,65,M,1,Graduate,Single,Less than $40K,Blue,56,5,3,2,0,7636.0,0.8009999999999999,3880,67,0.8109999999999999,0.0,57.91044776119403
3932,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,6,3,3,0,11096.0,0.8809999999999999,3949,69,0.6829999999999999,0.0,57.231884057971016
3933,Existing Customer,47,F,3,Uneducated,Married,Unknown,Blue,42,4,1,4,1501,23526.0,1.063,3357,62,0.7709999999999999,0.06,54.145161290322584
3934,Existing Customer,44,M,3,Post-Graduate,Married,$120K +,Blue,35,3,4,1,587,26804.0,0.821,2862,56,1.24,0.021,51.107142857142854
3935,Attrited Customer,58,F,1,Uneducated,Divorced,Unknown,Blue,54,3,5,3,859,2407.0,0.74,2151,46,0.43799999999999994,0.263,46.76086956521739
3936,Attrited Customer,50,M,1,Graduate,Divorced,$60K - $80K,Blue,44,3,4,3,1008,6042.0,0.639,2176,39,0.56,0.14300000000000002,55.794871794871796
3937,Existing Customer,54,F,0,High School,Married,Less than $40K,Blue,45,5,2,2,789,1915.0,1.0390000000000001,4839,92,0.769,0.292,52.59782608695652
3938,Existing Customer,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,25,4,3,4,1175,10546.0,0.779,4187,73,0.825,0.1,57.35616438356164
3939,Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,36,4,3,1,0,2432.0,1.2930000000000001,4340,76,0.767,0.0,57.10526315789474
3940,Attrited Customer,39,F,0,Unknown,Married,$40K - $60K,Silver,34,3,0,3,0,15142.0,0.7609999999999999,2458,41,0.5770000000000001,0.0,59.951219512195124
3941,Existing Customer,51,F,3,College,Married,Less than $40K,Blue,36,6,2,2,0,1936.0,0.705,4072,72,0.7559999999999999,0.0,56.55555555555556
3942,Existing Customer,64,F,0,Uneducated,Single,Less than $40K,Blue,36,3,2,1,0,1829.0,0.5760000000000001,3950,65,0.5479999999999999,0.0,60.76923076923077
3943,Existing Customer,43,F,4,High School,Unknown,Less than $40K,Blue,39,3,3,3,1793,993.0,0.8029999999999999,3646,68,0.659,0.644,53.61764705882353
3944,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,30,4,1,4,610,18985.0,0.5820000000000001,4079,65,0.585,0.031,62.753846153846155
3945,Existing Customer,44,M,2,Unknown,Married,$60K - $80K,Blue,34,4,4,4,1146,2682.0,0.6809999999999999,4558,90,0.636,0.299,50.644444444444446
3946,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,37,3,1,4,0,4786.0,0.789,4347,69,0.6829999999999999,0.0,63.0
3947,Existing Customer,44,M,2,High School,Single,$80K - $120K,Blue,36,5,3,0,730,21413.0,0.871,4263,62,0.632,0.033,68.75806451612904
3948,Existing Customer,44,M,4,Doctorate,Divorced,$80K - $120K,Blue,34,5,1,4,1887,5263.0,0.455,3636,69,0.643,0.264,52.69565217391305
3949,Existing Customer,63,M,1,Unknown,Single,$60K - $80K,Silver,53,5,4,4,1450,24052.0,0.797,4323,81,0.688,0.057,53.370370370370374
3950,Attrited Customer,40,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,3,4,3,1553,18625.0,0.324,1735,44,0.375,0.077,39.43181818181818
3951,Existing Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36,5,2,3,1994,3264.0,0.725,3972,73,0.5870000000000001,0.379,54.41095890410959
3952,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,34,3,3,2,0,1561.0,0.502,1947,28,0.556,0.0,69.53571428571429
3953,Existing Customer,43,M,3,High School,Single,$60K - $80K,Blue,30,6,2,4,1505,10045.0,1.034,3891,76,0.9,0.13,51.19736842105263
3954,Attrited Customer,58,M,1,Graduate,Single,$120K +,Blue,36,2,3,4,0,28618.0,0.685,1712,41,0.414,0.0,41.75609756097561
3955,Existing Customer,47,M,4,College,Unknown,$60K - $80K,Blue,35,4,2,3,1823,4800.0,0.8109999999999999,2293,47,0.5670000000000001,0.275,48.787234042553195
3956,Attrited Customer,49,M,1,Graduate,Single,$120K +,Blue,36,3,4,3,2517,5619.0,0.674,2179,40,0.429,0.309,54.475
3957,Existing Customer,42,M,3,High School,Married,$120K +,Blue,36,3,1,2,1353,17803.0,1.41,3547,61,0.649,0.071,58.14754098360656
3958,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,36,5,2,3,897,7085.0,0.778,4387,71,0.511,0.11199999999999999,61.7887323943662
3959,Attrited Customer,45,F,2,Graduate,Single,Unknown,Blue,38,6,2,3,2517,603.0,0.736,2468,43,0.536,0.807,57.395348837209305
3960,Existing Customer,60,F,1,Post-Graduate,Single,$40K - $60K,Blue,50,4,1,2,0,4606.0,0.857,4181,63,1.032,0.0,66.36507936507937
3961,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,35,6,3,2,1143,862.0,0.8240000000000001,4311,70,0.591,0.57,61.58571428571429
3962,Existing Customer,50,M,3,High School,Single,$40K - $60K,Blue,31,5,3,3,1597,8352.0,0.659,3776,83,0.596,0.161,45.493975903614455
3963,Attrited Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,3,2517,375.0,0.777,2257,48,0.7140000000000001,0.87,47.020833333333336
3964,Existing Customer,51,F,4,Uneducated,Unknown,Less than $40K,Blue,40,3,3,4,918,6175.0,0.56,3877,75,0.7440000000000001,0.129,51.693333333333335
3965,Existing Customer,47,M,3,Graduate,Single,$60K - $80K,Blue,36,5,4,3,1119,777.0,0.6709999999999999,4028,76,0.767,0.59,53.0
3966,Existing Customer,47,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,4,1030,2539.0,1.09,4612,75,0.9229999999999999,0.289,61.49333333333333
3967,Existing Customer,41,F,2,Graduate,Unknown,$40K - $60K,Blue,29,6,2,3,0,4663.0,0.892,3831,81,0.7609999999999999,0.0,47.2962962962963
3968,Existing Customer,55,F,3,Graduate,Single,Unknown,Blue,44,6,6,3,1823,730.0,0.574,3853,69,0.6829999999999999,0.7140000000000001,55.84057971014493
3969,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,31,3,1,3,1110,4252.0,0.6509999999999999,3548,69,0.5,0.207,51.42028985507246
3970,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36,6,6,4,1247,1626.0,0.889,3943,80,0.7020000000000001,0.434,49.2875
3971,Existing Customer,40,M,2,College,Married,$80K - $120K,Blue,36,3,4,3,0,7840.0,0.726,4062,71,0.578,0.0,57.2112676056338
3972,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,35,3,3,2,0,2209.0,0.7490000000000001,4419,68,0.619,0.0,64.98529411764706
3973,Existing Customer,36,F,2,College,Married,Less than $40K,Blue,17,5,2,2,0,1971.0,0.613,4979,77,0.5710000000000001,0.0,64.66233766233766
3974,Existing Customer,48,F,5,Post-Graduate,Married,Less than $40K,Blue,40,3,3,3,665,773.3,0.75,4100,84,0.615,0.462,48.80952380952381
3975,Existing Customer,41,F,4,Graduate,Married,$40K - $60K,Blue,33,6,3,2,1173,5057.0,0.607,3769,77,0.54,0.188,48.94805194805195
3976,Existing Customer,47,F,4,Graduate,Unknown,$40K - $60K,Blue,29,6,1,3,1589,1047.0,0.8640000000000001,3858,70,0.522,0.603,55.114285714285714
3977,Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,3,3,2,1377,20866.0,0.5670000000000001,3200,91,0.7170000000000001,0.062,35.16483516483517
3978,Existing Customer,50,F,2,Unknown,Divorced,Less than $40K,Blue,36,3,2,4,527,2328.0,0.6779999999999999,3645,69,0.605,0.185,52.82608695652174
3979,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,35,3,3,4,1794,5784.0,0.62,5328,78,0.625,0.237,68.3076923076923
3980,Existing Customer,47,F,1,High School,Single,Unknown,Blue,40,5,4,4,2087,6353.0,0.804,4161,74,0.644,0.247,56.229729729729726
3981,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,40,4,3,3,0,4186.0,0.888,4590,69,0.816,0.0,66.52173913043478
3982,Existing Customer,44,M,4,College,Single,$80K - $120K,Blue,34,4,4,3,0,22074.0,1.199,4406,80,0.7390000000000001,0.0,55.075
3983,Attrited Customer,46,M,2,Doctorate,Married,$80K - $120K,Blue,29,1,2,5,0,17667.0,0.569,1775,42,0.556,0.0,42.26190476190476
3984,Existing Customer,39,M,4,Graduate,Married,$120K +,Blue,28,3,2,3,1829,24719.0,0.685,3450,83,1.024,0.069,41.566265060240966
3985,Existing Customer,51,M,2,Graduate,Single,$60K - $80K,Blue,40,4,3,0,764,2768.0,0.6809999999999999,4066,74,0.574,0.21600000000000003,54.945945945945944
3986,Existing Customer,45,F,4,High School,Single,Unknown,Blue,35,3,4,2,2517,6278.0,0.625,4552,81,0.588,0.28600000000000003,56.19753086419753
3987,Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,42,4,3,4,1882,280.0,0.934,3825,70,0.75,0.87,54.642857142857146
3988,Attrited Customer,47,M,4,Uneducated,Single,$120K +,Blue,37,3,2,6,1126,33390.0,0.575,1736,35,0.4,0.033,49.6
3989,Existing Customer,53,F,4,Graduate,Single,Unknown,Gold,41,5,1,2,2374,32142.0,0.81,4390,77,0.604,0.069,57.01298701298701
3990,Attrited Customer,44,M,1,College,Divorced,$80K - $120K,Silver,39,2,3,2,2361,32155.0,0.529,1853,36,0.385,0.068,51.47222222222222
3991,Existing Customer,41,M,3,Post-Graduate,Divorced,$120K +,Blue,29,6,1,3,2506,985.0,0.873,4855,79,0.58,0.718,61.45569620253165
3992,Existing Customer,52,F,3,Graduate,Divorced,Less than $40K,Blue,41,3,3,4,1687,4373.0,0.563,3953,65,0.711,0.278,60.815384615384616
3993,Existing Customer,48,F,3,Graduate,Divorced,Unknown,Blue,41,3,4,3,0,7860.0,0.598,3512,76,0.617,0.0,46.21052631578947
3994,Attrited Customer,48,M,4,College,Married,$80K - $120K,Blue,32,5,2,3,0,25190.0,0.467,1533,41,0.32299999999999995,0.0,37.390243902439025
3995,Existing Customer,50,M,4,College,Divorced,$60K - $80K,Blue,44,4,2,3,2160,11751.0,0.73,2204,60,0.667,0.155,36.733333333333334
3996,Existing Customer,51,M,1,High School,Single,$60K - $80K,Blue,36,6,4,4,1751,530.0,0.7609999999999999,4241,76,0.8540000000000001,0.768,55.80263157894737
3997,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,35,3,3,2,548,5104.0,0.647,3710,70,0.45799999999999996,0.09699999999999999,53.0
3998,Attrited Customer,44,F,3,Unknown,Single,Less than $40K,Blue,36,3,2,2,1578,28.0,0.85,2418,44,0.467,0.983,54.95454545454545
3999,Existing Customer,45,F,3,Graduate,Married,Unknown,Blue,41,5,4,2,2118,659.0,1.036,4442,64,0.8290000000000001,0.763,69.40625
4000,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,36,4,4,4,597,1626.0,0.5720000000000001,3331,67,0.675,0.26899999999999996,49.71641791044776
4001,Existing Customer,48,M,4,Post-Graduate,Married,$40K - $60K,Blue,29,6,1,2,1074,1842.0,0.774,4020,84,0.68,0.368,47.857142857142854
4002,Existing Customer,45,M,2,Unknown,Married,$120K +,Blue,40,4,4,4,1374,15102.0,0.45899999999999996,4717,71,0.69,0.083,66.43661971830986
4003,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,30,3,2,3,1092,8506.0,0.6,2216,54,0.588,0.114,41.03703703703704
4004,Existing Customer,42,M,1,Uneducated,Divorced,$60K - $80K,Blue,30,3,2,2,1892,16678.0,0.748,4036,78,0.773,0.102,51.743589743589745
4005,Attrited Customer,54,F,4,Graduate,Single,Less than $40K,Silver,36,3,2,3,0,13626.0,0.41100000000000003,1711,30,0.25,0.0,57.03333333333333
4006,Existing Customer,29,F,2,Unknown,Single,Less than $40K,Blue,21,4,3,2,0,2298.0,0.7759999999999999,4814,88,0.63,0.0,54.70454545454545
4007,Existing Customer,40,F,3,College,Married,Unknown,Blue,36,4,2,4,1666,7525.0,0.815,4275,83,0.7659999999999999,0.18100000000000002,51.506024096385545
4008,Existing Customer,58,F,2,High School,Single,Less than $40K,Blue,50,4,3,4,818,620.3,0.917,4196,71,1.088,0.569,59.098591549295776
4009,Existing Customer,50,F,1,Doctorate,Married,Unknown,Blue,37,6,4,3,0,4181.0,0.912,3057,54,0.688,0.0,56.611111111111114
4010,Existing Customer,48,M,3,College,Married,$40K - $60K,Blue,35,3,1,3,0,2592.0,0.767,4177,85,0.7709999999999999,0.0,49.141176470588235
4011,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,40,6,3,3,773,6767.0,0.688,4755,58,0.706,0.10300000000000001,81.98275862068965
4012,Existing Customer,43,F,3,College,Divorced,Less than $40K,Blue,31,6,4,3,0,1477.0,0.7559999999999999,4802,82,0.8640000000000001,0.0,58.5609756097561
4013,Existing Customer,58,F,0,Uneducated,Single,Less than $40K,Blue,48,6,2,4,1542,1086.0,0.93,4335,76,0.727,0.5870000000000001,57.03947368421053
4014,Existing Customer,46,M,1,Graduate,Single,$80K - $120K,Blue,41,4,2,3,0,8916.0,0.631,2773,62,0.6759999999999999,0.0,44.725806451612904
4015,Existing Customer,52,F,1,Post-Graduate,Married,Unknown,Blue,42,5,1,2,0,1481.0,0.698,4435,67,0.718,0.0,66.19402985074628
4016,Existing Customer,44,F,1,Uneducated,Unknown,Less than $40K,Blue,39,4,2,1,0,1555.0,0.583,3811,65,0.711,0.0,58.63076923076923
4017,Attrited Customer,45,M,3,Uneducated,Married,Less than $40K,Blue,39,3,3,4,1636,6944.0,0.39299999999999996,1880,37,0.233,0.191,50.810810810810814
4018,Existing Customer,48,F,4,Graduate,Married,$40K - $60K,Silver,43,3,1,0,2517,18646.0,0.569,1732,35,0.45799999999999996,0.11900000000000001,49.48571428571429
4019,Existing Customer,39,F,0,Graduate,Married,Less than $40K,Blue,36,3,3,3,0,2936.0,0.8420000000000001,4876,74,0.542,0.0,65.89189189189189
4020,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,51,3,3,4,0,1438.3,0.7979999999999999,3877,70,0.556,0.0,55.385714285714286
4021,Attrited Customer,54,M,2,Graduate,Single,$60K - $80K,Silver,45,2,3,2,0,30540.0,0.602,1980,36,0.8,0.0,55.0
4022,Existing Customer,47,M,5,High School,Married,$60K - $80K,Blue,38,4,1,2,1069,6288.0,0.77,3943,64,0.6409999999999999,0.145,61.609375
4023,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Silver,36,6,3,0,0,11879.0,0.735,3490,62,0.938,0.0,56.29032258064516
4024,Existing Customer,52,M,3,Uneducated,Married,$80K - $120K,Blue,40,4,1,3,1073,20804.0,0.9079999999999999,3283,56,1.0,0.049,58.625
4025,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,35,4,3,3,0,7255.0,0.9,3148,62,0.8240000000000001,0.0,50.774193548387096
4026,Existing Customer,55,F,2,High School,Single,Less than $40K,Blue,36,2,1,2,0,6394.0,0.6559999999999999,3470,69,0.917,0.0,50.289855072463766
4027,Attrited Customer,49,M,2,High School,Divorced,$80K - $120K,Blue,36,4,2,4,2517,31999.0,0.376,1789,48,0.455,0.073,37.270833333333336
4028,Existing Customer,38,M,5,College,Single,$60K - $80K,Blue,25,4,3,0,1118,4479.0,0.753,4599,89,0.648,0.2,51.674157303370784
4029,Existing Customer,42,M,4,Graduate,Single,$80K - $120K,Blue,33,4,2,2,0,32535.0,0.792,4374,79,0.795,0.0,55.36708860759494
4030,Attrited Customer,38,F,4,Graduate,Single,Less than $40K,Blue,26,2,2,2,1933,2458.0,0.579,1849,36,0.385,0.44,51.361111111111114
4031,Existing Customer,46,M,4,High School,Unknown,$40K - $60K,Blue,41,6,1,2,1172,7566.0,0.65,3121,60,0.395,0.134,52.016666666666666
4032,Existing Customer,42,F,2,Doctorate,Married,Less than $40K,Blue,32,6,6,0,0,1592.0,0.745,4172,70,0.75,0.0,59.6
4033,Existing Customer,65,M,0,Doctorate,Single,Less than $40K,Blue,52,3,3,4,0,3675.0,0.664,3798,53,0.47200000000000003,0.0,71.66037735849056
4034,Attrited Customer,48,M,4,High School,Single,$120K +,Blue,39,3,4,4,0,24593.0,0.777,2084,31,0.55,0.0,67.2258064516129
4035,Existing Customer,55,F,2,College,Unknown,Unknown,Blue,41,6,2,2,0,7613.0,0.68,4268,69,0.725,0.0,61.85507246376812
4036,Attrited Customer,45,M,4,Unknown,Married,$120K +,Blue,31,1,4,3,0,26107.0,0.55,1697,47,0.424,0.0,36.1063829787234
4037,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,0,4287.0,0.294,1635,41,0.242,0.0,39.8780487804878
4038,Existing Customer,57,M,1,Graduate,Single,$60K - $80K,Blue,44,3,3,2,1273,8570.0,0.563,3677,66,0.5710000000000001,0.129,55.71212121212121
4039,Existing Customer,50,M,2,High School,Married,$60K - $80K,Blue,32,3,1,3,783,9950.0,0.732,3910,66,0.65,0.073,59.24242424242424
